19-06-18 20:46:36 INFO [main] Neither @ContextConfiguration nor @ContextHierarchy found for test class [test.com.xudong.im.cache.ChatWaitConnectQueueCacheTest], using SpringBootContextLoader。Caller+0	 at org.springframework.test.context.support.AbstractTestContextBootstrapper.buildDefaultMergedContextConfiguration(AbstractTestContextBootstrapper.java:308)
19-06-18 20:52:46 INFO [main] Inited SqlSessionFactory,typeAliasesPackage:[com.xudong.im.domain],mapperLocations:[classpath*:mapper/*Mapper.xml],Mappers:[BlackListMapper.xml, SensitiveWordMapper.xml, TalkSkillMapper.xml]。Caller+0	 at com.xudong.core.mysql.MybatisHelper.getSqlSessionFactory(MybatisHelper.java:71)
19-06-18 20:52:46 WARN [main] HikariPool-1 - maxLifetime is less than 30000ms, setting to default 1800000ms.。Caller+0	 at com.zaxxer.hikari.HikariConfig.validateNumerics(HikariConfig.java:968)
19-06-18 20:52:46 WARN [main] HikariPool-1 - idleTimeout is less than 10000ms, setting to default 600000ms.。Caller+0	 at com.zaxxer.hikari.HikariConfig.validateNumerics(HikariConfig.java:978)
19-06-18 20:52:46 INFO [main] HikariPool-1 - Starting...。Caller+0	 at com.zaxxer.hikari.HikariDataSource.getConnection(HikariDataSource.java:110)
19-06-18 20:52:47 INFO [main] HikariPool-1 - Start completed.。Caller+0	 at com.zaxxer.hikari.HikariDataSource.getConnection(HikariDataSource.java:123)
19-06-18 20:52:47 INFO [main] Initializing ExecutorService 'clientInboundChannelExecutor'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.initialize(ExecutorConfigurationSupport.java:171)
19-06-18 20:52:47 INFO [main] Initializing ExecutorService 'clientOutboundChannelExecutor'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.initialize(ExecutorConfigurationSupport.java:171)
19-06-18 20:52:47 INFO [main] Initializing ExecutorService 'messageBrokerTaskScheduler'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.initialize(ExecutorConfigurationSupport.java:171)
19-06-18 20:52:47 INFO [main] >>>> WebSocketConfig inited。Caller+0	 at com.xudong.im.config.WebSocketConfig.registerStompEndpoints(WebSocketConfig.java:29)
19-06-18 20:52:47 DEBUG [main] Patterns [/ws/**, /ws] in 'stompWebSocketHandlerMapping'。Caller+0	 at org.springframework.web.servlet.handler.SimpleUrlHandlerMapping.registerHandlers(SimpleUrlHandlerMapping.java:139)
19-06-18 20:52:47 INFO [main] Initializing ExecutorService 'brokerChannelExecutor'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.initialize(ExecutorConfigurationSupport.java:171)
19-06-18 20:52:48 INFO [main] >>>> RestTemplate inited。Caller+0	 at com.xudong.im.config.http.RestTemplateAutoConfiguration.restTemplate(RestTemplateAutoConfiguration.java:48)
19-06-18 20:52:48 INFO [main] Starting...。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:52:48 INFO [main] BrokerAvailabilityEvent[available=true, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:52:48 INFO [main] Started.。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:52:48 INFO [main] Started ChatWaitConnectQueueCacheTest in 6.188 seconds (JVM running for 9.364)。Caller+0	 at org.springframework.boot.StartupInfoLogger.logStarted(StartupInfoLogger.java:59)
19-06-18 20:52:49 INFO [Thread-3] Stopping...。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:52:49 INFO [Thread-3] BrokerAvailabilityEvent[available=false, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:52:49 INFO [Thread-3] Stopped.。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:52:49 INFO [Thread-3] Shutting down ExecutorService 'brokerChannelExecutor'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.shutdown(ExecutorConfigurationSupport.java:208)
19-06-18 20:52:49 INFO [Thread-3] Shutting down ExecutorService 'messageBrokerTaskScheduler'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.shutdown(ExecutorConfigurationSupport.java:208)
19-06-18 20:52:49 INFO [Thread-3] Shutting down ExecutorService 'clientOutboundChannelExecutor'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.shutdown(ExecutorConfigurationSupport.java:208)
19-06-18 20:52:49 INFO [Thread-3] Shutting down ExecutorService 'clientInboundChannelExecutor'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.shutdown(ExecutorConfigurationSupport.java:208)
19-06-18 20:52:49 INFO [Thread-3] HikariPool-1 - Shutdown initiated...。Caller+0	 at com.zaxxer.hikari.HikariDataSource.close(HikariDataSource.java:350)
19-06-18 20:52:49 INFO [Thread-3] HikariPool-1 - Shutdown completed.。Caller+0	 at com.zaxxer.hikari.HikariDataSource.close(HikariDataSource.java:352)
19-06-18 20:53:21 INFO [main] Neither @ContextConfiguration nor @ContextHierarchy found for test class [test.com.xudong.im.cache.ChatWaitConnectQueueCacheTest], using SpringBootContextLoader。Caller+0	 at org.springframework.test.context.support.AbstractTestContextBootstrapper.buildDefaultMergedContextConfiguration(AbstractTestContextBootstrapper.java:308)
19-06-18 20:53:21 INFO [main] Could not detect default resource locations for test class [test.com.xudong.im.cache.ChatWaitConnectQueueCacheTest]: no resource found for suffixes {-context.xml, Context.groovy}.。Caller+0	 at org.springframework.test.context.support.AbstractContextLoader.generateDefaultLocations(AbstractContextLoader.java:264)
19-06-18 20:53:22 INFO [main] Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]。Caller+0	 at org.springframework.test.context.support.AbstractTestContextBootstrapper.getDefaultTestExecutionListenerClassNames(AbstractTestContextBootstrapper.java:248)
19-06-18 20:53:22 INFO [main] Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@555cf22, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@6bb2d00b, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@3c9bfddc, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@1a9c38eb, org.springframework.test.context.support.DirtiesContextTestExecutionListener@319bc845, org.springframework.test.context.transaction.TransactionalTestExecutionListener@4c5474f5, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2f4205be, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@54e22bdd, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@3bd418e4, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@544820b7, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@6b98a075, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@2e61d218]。Caller+0	 at org.springframework.test.context.support.AbstractTestContextBootstrapper.getTestExecutionListeners(AbstractTestContextBootstrapper.java:177)
19-06-18 20:53:23 INFO [main] Starting ChatWaitConnectQueueCacheTest on USER-20190205PX with PID 3076 (started by Administrator in E:\workspace\xudong-server\xudong-im-service)。Caller+0	 at org.springframework.boot.StartupInfoLogger.logStarting(StartupInfoLogger.java:50)
19-06-18 20:53:23 INFO [main] No active profile set, falling back to default profiles: default。Caller+0	 at org.springframework.boot.SpringApplication.logStartupProfileInfo(SpringApplication.java:675)
19-06-18 20:53:24 INFO [main] Multiple Spring Data modules found, entering strict repository configuration mode!。Caller+0	 at org.springframework.data.repository.config.RepositoryConfigurationDelegate.multipleStoresDetected(RepositoryConfigurationDelegate.java:244)
19-06-18 20:53:25 INFO [main] Bootstrapping Spring Data repositories in DEFAULT mode.。Caller+0	 at org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn(RepositoryConfigurationDelegate.java:126)
19-06-18 20:53:25 INFO [main] Finished Spring Data repository scanning in 28ms. Found 0 repository interfaces.。Caller+0	 at org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn(RepositoryConfigurationDelegate.java:182)
19-06-18 20:53:25 INFO [main] Multiple Spring Data modules found, entering strict repository configuration mode!。Caller+0	 at org.springframework.data.repository.config.RepositoryConfigurationDelegate.multipleStoresDetected(RepositoryConfigurationDelegate.java:244)
19-06-18 20:53:25 INFO [main] Bootstrapping Spring Data repositories in DEFAULT mode.。Caller+0	 at org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn(RepositoryConfigurationDelegate.java:126)
19-06-18 20:53:25 INFO [main] Finished Spring Data repository scanning in 3ms. Found 0 repository interfaces.。Caller+0	 at org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn(RepositoryConfigurationDelegate.java:182)
19-06-18 20:53:26 WARN [main] No configuration found. Configuring ehcache from ehcache-failsafe.xml  found in the classpath: jar:file:/E:/java/maven-repository/net/sf/ehcache/ehcache/2.9.1/ehcache-2.9.1.jar!/ehcache-failsafe.xml。Caller+0	 at net.sf.ehcache.config.ConfigurationFactory.parseConfiguration(ConfigurationFactory.java:136)
19-06-18 20:53:26 DEBUG [main] EHCache [BlackListEHCache] init success!。Caller+0	 at com.xudong.core.cache.EHCacheUtil.<init>(EHCacheUtil.java:52)
19-06-18 20:53:26 INFO [main] RedisTemplateCreator inited,org.springframework.data.redis.connection.jedis.JedisConnectionFactory@31f77791,null。Caller+0	 at com.xudong.core.cache.RedisTemplateCreator.<init>(RedisTemplateCreator.java:64)
19-06-18 20:53:26 DEBUG [main] RedisTemplate inited, dababase is [8]。Caller+0	 at com.xudong.core.cache.RedisTemplateCreator.getRedisTemplate(RedisTemplateCreator.java:112)
19-06-18 20:53:26 DEBUG [main] EHCache [ChatSessionCache] init success!。Caller+0	 at com.xudong.core.cache.EHCacheUtil.<init>(EHCacheUtil.java:52)
19-06-18 20:53:26 DEBUG [main] RedisTemplate inited, dababase is [4]。Caller+0	 at com.xudong.core.cache.RedisTemplateCreator.getRedisTemplate(RedisTemplateCreator.java:112)
19-06-18 20:53:26 DEBUG [main] CacheUtil inited,cacheName is [ChatSessionCache]。Caller+0	 at com.xudong.core.cache.CacheUtil.init(CacheUtil.java:56)
19-06-18 20:53:26 DEBUG [main] Cache [cacheName:ChatSessionCache,cacheClass:java.util.HashSet,redisDatabaseIndex:4] inited。Caller+0	 at com.xudong.core.cache.AbstractCache.initLog(AbstractCache.java:75)
19-06-18 20:53:26 DEBUG [main] get RedisTemplate, dababase is [4]。Caller+0	 at com.xudong.core.cache.RedisTemplateCreator.getRedisTemplate(RedisTemplateCreator.java:117)
19-06-18 20:53:26 DEBUG [main] RedisTemplate inited, dababase is [6]。Caller+0	 at com.xudong.core.cache.RedisTemplateCreator.getRedisTemplate(RedisTemplateCreator.java:112)
19-06-18 20:53:26 INFO [main] Inited SqlSessionFactory,typeAliasesPackage:[com.xudong.im.domain],mapperLocations:[classpath*:mapper/*Mapper.xml],Mappers:[BlackListMapper.xml, SensitiveWordMapper.xml, TalkSkillMapper.xml]。Caller+0	 at com.xudong.core.mysql.MybatisHelper.getSqlSessionFactory(MybatisHelper.java:71)
19-06-18 20:53:26 WARN [main] HikariPool-1 - maxLifetime is less than 30000ms, setting to default 1800000ms.。Caller+0	 at com.zaxxer.hikari.HikariConfig.validateNumerics(HikariConfig.java:968)
19-06-18 20:53:26 WARN [main] HikariPool-1 - idleTimeout is less than 10000ms, setting to default 600000ms.。Caller+0	 at com.zaxxer.hikari.HikariConfig.validateNumerics(HikariConfig.java:978)
19-06-18 20:53:26 INFO [main] HikariPool-1 - Starting...。Caller+0	 at com.zaxxer.hikari.HikariDataSource.getConnection(HikariDataSource.java:110)
19-06-18 20:53:27 INFO [main] HikariPool-1 - Start completed.。Caller+0	 at com.zaxxer.hikari.HikariDataSource.getConnection(HikariDataSource.java:123)
19-06-18 20:53:28 INFO [main] Initializing ExecutorService 'clientInboundChannelExecutor'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.initialize(ExecutorConfigurationSupport.java:171)
19-06-18 20:53:28 INFO [main] Initializing ExecutorService 'clientOutboundChannelExecutor'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.initialize(ExecutorConfigurationSupport.java:171)
19-06-18 20:53:28 INFO [main] Initializing ExecutorService 'messageBrokerTaskScheduler'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.initialize(ExecutorConfigurationSupport.java:171)
19-06-18 20:53:28 INFO [main] >>>> WebSocketConfig inited。Caller+0	 at com.xudong.im.config.WebSocketConfig.registerStompEndpoints(WebSocketConfig.java:29)
19-06-18 20:53:28 DEBUG [main] Patterns [/ws/**, /ws] in 'stompWebSocketHandlerMapping'。Caller+0	 at org.springframework.web.servlet.handler.SimpleUrlHandlerMapping.registerHandlers(SimpleUrlHandlerMapping.java:139)
19-06-18 20:53:28 INFO [main] Initializing ExecutorService 'brokerChannelExecutor'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.initialize(ExecutorConfigurationSupport.java:171)
19-06-18 20:53:28 INFO [main] >>>> RestTemplate inited。Caller+0	 at com.xudong.im.config.http.RestTemplateAutoConfiguration.restTemplate(RestTemplateAutoConfiguration.java:48)
19-06-18 20:53:29 INFO [main] Starting...。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:53:29 INFO [main] BrokerAvailabilityEvent[available=true, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:53:29 INFO [main] Started.。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:53:29 INFO [main] Started ChatWaitConnectQueueCacheTest in 6.49 seconds (JVM running for 9.395)。Caller+0	 at org.springframework.boot.StartupInfoLogger.logStarted(StartupInfoLogger.java:59)
19-06-18 20:53:30 INFO [Thread-3] Stopping...。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:53:30 INFO [Thread-3] BrokerAvailabilityEvent[available=false, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:53:30 INFO [Thread-3] Stopped.。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:53:30 INFO [Thread-3] Shutting down ExecutorService 'brokerChannelExecutor'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.shutdown(ExecutorConfigurationSupport.java:208)
19-06-18 20:53:30 INFO [Thread-3] Shutting down ExecutorService 'messageBrokerTaskScheduler'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.shutdown(ExecutorConfigurationSupport.java:208)
19-06-18 20:53:30 INFO [Thread-3] Shutting down ExecutorService 'clientOutboundChannelExecutor'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.shutdown(ExecutorConfigurationSupport.java:208)
19-06-18 20:53:30 INFO [Thread-3] Shutting down ExecutorService 'clientInboundChannelExecutor'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.shutdown(ExecutorConfigurationSupport.java:208)
19-06-18 20:53:30 INFO [Thread-3] HikariPool-1 - Shutdown initiated...。Caller+0	 at com.zaxxer.hikari.HikariDataSource.close(HikariDataSource.java:350)
19-06-18 20:53:30 INFO [Thread-3] HikariPool-1 - Shutdown completed.。Caller+0	 at com.zaxxer.hikari.HikariDataSource.close(HikariDataSource.java:352)
19-06-18 20:55:07 INFO [main] Neither @ContextConfiguration nor @ContextHierarchy found for test class [test.com.xudong.im.cache.ChatWaitConnectQueueCacheTest], using SpringBootContextLoader。Caller+0	 at org.springframework.test.context.support.AbstractTestContextBootstrapper.buildDefaultMergedContextConfiguration(AbstractTestContextBootstrapper.java:308)
19-06-18 20:55:07 INFO [main] Could not detect default resource locations for test class [test.com.xudong.im.cache.ChatWaitConnectQueueCacheTest]: no resource found for suffixes {-context.xml, Context.groovy}.。Caller+0	 at org.springframework.test.context.support.AbstractContextLoader.generateDefaultLocations(AbstractContextLoader.java:264)
19-06-18 20:55:08 INFO [main] Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]。Caller+0	 at org.springframework.test.context.support.AbstractTestContextBootstrapper.getDefaultTestExecutionListenerClassNames(AbstractTestContextBootstrapper.java:248)
19-06-18 20:55:08 INFO [main] Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@655ef322, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7e276594, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@3401a114, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5066d65f, org.springframework.test.context.support.DirtiesContextTestExecutionListener@4233e892, org.springframework.test.context.transaction.TransactionalTestExecutionListener@77d2e85, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@3ecd267f, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@58ffcbd7, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@555cf22, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@6bb2d00b, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@3c9bfddc, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@1a9c38eb]。Caller+0	 at org.springframework.test.context.support.AbstractTestContextBootstrapper.getTestExecutionListeners(AbstractTestContextBootstrapper.java:177)
19-06-18 20:55:09 INFO [main] Starting ChatWaitConnectQueueCacheTest on USER-20190205PX with PID 10648 (started by Administrator in E:\workspace\xudong-server\xudong-im-service)。Caller+0	 at org.springframework.boot.StartupInfoLogger.logStarting(StartupInfoLogger.java:50)
19-06-18 20:55:09 INFO [main] No active profile set, falling back to default profiles: default。Caller+0	 at org.springframework.boot.SpringApplication.logStartupProfileInfo(SpringApplication.java:675)
19-06-18 20:55:10 INFO [main] Multiple Spring Data modules found, entering strict repository configuration mode!。Caller+0	 at org.springframework.data.repository.config.RepositoryConfigurationDelegate.multipleStoresDetected(RepositoryConfigurationDelegate.java:244)
19-06-18 20:55:10 INFO [main] Bootstrapping Spring Data repositories in DEFAULT mode.。Caller+0	 at org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn(RepositoryConfigurationDelegate.java:126)
19-06-18 20:55:10 INFO [main] Finished Spring Data repository scanning in 28ms. Found 0 repository interfaces.。Caller+0	 at org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn(RepositoryConfigurationDelegate.java:182)
19-06-18 20:55:10 INFO [main] Multiple Spring Data modules found, entering strict repository configuration mode!。Caller+0	 at org.springframework.data.repository.config.RepositoryConfigurationDelegate.multipleStoresDetected(RepositoryConfigurationDelegate.java:244)
19-06-18 20:55:10 INFO [main] Bootstrapping Spring Data repositories in DEFAULT mode.。Caller+0	 at org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn(RepositoryConfigurationDelegate.java:126)
19-06-18 20:55:10 INFO [main] Finished Spring Data repository scanning in 3ms. Found 0 repository interfaces.。Caller+0	 at org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn(RepositoryConfigurationDelegate.java:182)
19-06-18 20:55:11 WARN [main] No configuration found. Configuring ehcache from ehcache-failsafe.xml  found in the classpath: jar:file:/E:/java/maven-repository/net/sf/ehcache/ehcache/2.9.1/ehcache-2.9.1.jar!/ehcache-failsafe.xml。Caller+0	 at net.sf.ehcache.config.ConfigurationFactory.parseConfiguration(ConfigurationFactory.java:136)
19-06-18 20:55:12 DEBUG [main] EHCache [BlackListEHCache] init success!。Caller+0	 at com.xudong.core.cache.EHCacheUtil.<init>(EHCacheUtil.java:52)
19-06-18 20:55:12 INFO [main] RedisTemplateCreator inited,org.springframework.data.redis.connection.jedis.JedisConnectionFactory@1cbc5693,null。Caller+0	 at com.xudong.core.cache.RedisTemplateCreator.<init>(RedisTemplateCreator.java:64)
19-06-18 20:55:12 DEBUG [main] RedisTemplate inited, dababase is [8]。Caller+0	 at com.xudong.core.cache.RedisTemplateCreator.getRedisTemplate(RedisTemplateCreator.java:112)
19-06-18 20:55:12 DEBUG [main] EHCache [ChatSessionCache] init success!。Caller+0	 at com.xudong.core.cache.EHCacheUtil.<init>(EHCacheUtil.java:52)
19-06-18 20:55:12 DEBUG [main] RedisTemplate inited, dababase is [4]。Caller+0	 at com.xudong.core.cache.RedisTemplateCreator.getRedisTemplate(RedisTemplateCreator.java:112)
19-06-18 20:55:12 DEBUG [main] CacheUtil inited,cacheName is [ChatSessionCache]。Caller+0	 at com.xudong.core.cache.CacheUtil.init(CacheUtil.java:56)
19-06-18 20:55:12 DEBUG [main] Cache [cacheName:ChatSessionCache,cacheClass:java.util.HashSet,redisDatabaseIndex:4] inited。Caller+0	 at com.xudong.core.cache.AbstractCache.initLog(AbstractCache.java:75)
19-06-18 20:55:12 DEBUG [main] get RedisTemplate, dababase is [4]。Caller+0	 at com.xudong.core.cache.RedisTemplateCreator.getRedisTemplate(RedisTemplateCreator.java:117)
19-06-18 20:55:12 DEBUG [main] RedisTemplate inited, dababase is [6]。Caller+0	 at com.xudong.core.cache.RedisTemplateCreator.getRedisTemplate(RedisTemplateCreator.java:112)
19-06-18 20:55:12 INFO [main] Inited SqlSessionFactory,typeAliasesPackage:[com.xudong.im.domain],mapperLocations:[classpath*:mapper/*Mapper.xml],Mappers:[BlackListMapper.xml, SensitiveWordMapper.xml, TalkSkillMapper.xml]。Caller+0	 at com.xudong.core.mysql.MybatisHelper.getSqlSessionFactory(MybatisHelper.java:71)
19-06-18 20:55:12 WARN [main] HikariPool-1 - maxLifetime is less than 30000ms, setting to default 1800000ms.。Caller+0	 at com.zaxxer.hikari.HikariConfig.validateNumerics(HikariConfig.java:968)
19-06-18 20:55:12 WARN [main] HikariPool-1 - idleTimeout is less than 10000ms, setting to default 600000ms.。Caller+0	 at com.zaxxer.hikari.HikariConfig.validateNumerics(HikariConfig.java:978)
19-06-18 20:55:12 INFO [main] HikariPool-1 - Starting...。Caller+0	 at com.zaxxer.hikari.HikariDataSource.getConnection(HikariDataSource.java:110)
19-06-18 20:55:12 INFO [main] HikariPool-1 - Start completed.。Caller+0	 at com.zaxxer.hikari.HikariDataSource.getConnection(HikariDataSource.java:123)
19-06-18 20:55:13 INFO [main] Initializing ExecutorService 'clientInboundChannelExecutor'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.initialize(ExecutorConfigurationSupport.java:171)
19-06-18 20:55:13 INFO [main] Initializing ExecutorService 'clientOutboundChannelExecutor'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.initialize(ExecutorConfigurationSupport.java:171)
19-06-18 20:55:13 INFO [main] Initializing ExecutorService 'messageBrokerTaskScheduler'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.initialize(ExecutorConfigurationSupport.java:171)
19-06-18 20:55:13 INFO [main] >>>> WebSocketConfig inited。Caller+0	 at com.xudong.im.config.WebSocketConfig.registerStompEndpoints(WebSocketConfig.java:29)
19-06-18 20:55:13 DEBUG [main] Patterns [/ws/**, /ws] in 'stompWebSocketHandlerMapping'。Caller+0	 at org.springframework.web.servlet.handler.SimpleUrlHandlerMapping.registerHandlers(SimpleUrlHandlerMapping.java:139)
19-06-18 20:55:13 INFO [main] Initializing ExecutorService 'brokerChannelExecutor'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.initialize(ExecutorConfigurationSupport.java:171)
19-06-18 20:55:13 INFO [main] >>>> RestTemplate inited。Caller+0	 at com.xudong.im.config.http.RestTemplateAutoConfiguration.restTemplate(RestTemplateAutoConfiguration.java:48)
19-06-18 20:55:14 INFO [main] Starting...。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:55:14 INFO [main] BrokerAvailabilityEvent[available=true, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:55:14 INFO [main] Started.。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:55:14 INFO [main] Started ChatWaitConnectQueueCacheTest in 5.837 seconds (JVM running for 8.53)。Caller+0	 at org.springframework.boot.StartupInfoLogger.logStarted(StartupInfoLogger.java:59)
19-06-18 20:55:15 INFO [Thread-3] Stopping...。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:55:15 INFO [Thread-3] BrokerAvailabilityEvent[available=false, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:55:15 INFO [Thread-3] Stopped.。Caller+0	 at org.springframework.core.log.CompositeLog.info(CompositeLog.java:137)
19-06-18 20:55:15 INFO [Thread-3] Shutting down ExecutorService 'brokerChannelExecutor'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.shutdown(ExecutorConfigurationSupport.java:208)
19-06-18 20:55:15 INFO [Thread-3] Shutting down ExecutorService 'messageBrokerTaskScheduler'。Caller+0	 at org.springframework.scheduling.concurrent.ExecutorConfigurationSupport.shutdown(ExecutorConfigurationSupport.java:208)
